datetime,temperature,pressure,humidity
2018/12/06 02:35:27,19.01 C,1014.05 hPA,76.26 %RH
2018/12/06 02:35:28,19.01 C,1014.05 hPA,76.25 %RH
2018/12/06 02:35:29,19.01 C,1014.05 hPA,76.26 %RH
2018/12/06 02:35:30,19.01 C,1014.04 hPA,76.24 %RH
2018/12/06 02:35:31,19.01 C,1014.04 hPA,76.25 %RH
2018/12/06 02:35:32,19.01 C,1014.04 hPA,76.27 %RH
2018/12/06 02:35:33,19.01 C,1014.05 hPA,76.25 %RH
2018/12/06 02:35:34,19.01 C,1014.05 hPA,76.26 %RH
2018/12/06 02:35:35,19.01 C,1014.05 hPA,76.24 %RH
2018/12/06 02:35:36,19.01 C,1014.05 hPA,76.27 %RH
2018/12/06 02:35:37,19.01 C,1014.05 hPA,76.24 %RH
2018/12/06 02:35:38,19.01 C,1014.05 hPA,76.26 %RH
2018/12/06 02:35:39,19.01 C,1014.05 hPA,76.25 %RH
2018/12/06 02:35:40,19.01 C,1014.06 hPA,76.26 %RH
2018/12/06 02:35:42,19.01 C,1014.06 hPA,76.25 %RH
2018/12/06 02:35:43,19.01 C,1014.06 hPA,76.23 %RH
2018/12/06 02:35:44,19.01 C,1014.06 hPA,76.23 %RH
2018/12/06 02:35:45,19.01 C,1014.06 hPA,76.24 %RH
2018/12/06 02:35:46,19.01 C,1014.06 hPA,76.22 %RH
2018/12/06 02:35:47,19.01 C,1014.06 hPA,76.22 %RH
2018/12/06 02:35:48,19.01 C,1014.07 hPA,76.24 %RH
2018/12/06 02:35:49,19.01 C,1014.07 hPA,76.22 %RH
2018/12/06 02:35:50,19.01 C,1014.07 hPA,76.22 %RH
2018/12/06 02:35:51,19.01 C,1014.07 hPA,76.22 %RH
2018/12/06 02:35:52,19.01 C,1014.07 hPA,76.22 %RH
2018/12/06 02:35:53,19.01 C,1014.06 hPA,76.22 %RH
2018/12/06 02:35:54,19.01 C,1014.06 hPA,76.20 %RH
2018/12/06 02:35:55,19.01 C,1014.06 hPA,76.19 %RH
2018/12/06 02:35:56,19.01 C,1014.06 hPA,76.19 %RH
2018/12/06 02:35:57,19.01 C,1014.07 hPA,76.17 %RH
2018/12/06 02:35:58,19.01 C,1014.06 hPA,76.18 %RH
2018/12/06 02:35:59,19.01 C,1014.06 hPA,76.18 %RH
2018/12/06 02:36:00,19.01 C,1014.06 hPA,76.19 %RH
2018/12/06 02:36:01,19.01 C,1014.06 hPA,76.18 %RH
2018/12/06 02:36:02,19.01 C,1014.06 hPA,76.17 %RH
2018/12/06 02:36:03,19.01 C,1014.06 hPA,76.17 %RH
2018/12/06 02:36:04,19.01 C,1014.06 hPA,76.16 %RH
2018/12/06 02:36:05,19.01 C,1014.05 hPA,76.17 %RH
2018/12/06 02:36:07,19.01 C,1014.06 hPA,76.17 %RH
2018/12/06 02:36:08,19.01 C,1014.07 hPA,76.16 %RH
2018/12/06 02:36:09,19.01 C,1014.07 hPA,76.17 %RH
2018/12/06 02:36:10,19.01 C,1014.07 hPA,76.15 %RH
2018/12/06 02:36:11,19.01 C,1014.07 hPA,76.17 %RH
2018/12/06 02:36:12,19.01 C,1014.07 hPA,76.16 %RH
2018/12/06 02:36:13,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:14,19.01 C,1014.07 hPA,76.17 %RH
2018/12/06 02:36:15,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:16,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:17,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:18,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:19,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:20,19.01 C,1014.08 hPA,76.17 %RH
2018/12/06 02:36:21,19.01 C,1014.09 hPA,76.17 %RH
2018/12/06 02:36:22,19.01 C,1014.09 hPA,76.17 %RH
2018/12/06 02:36:23,19.01 C,1014.08 hPA,76.19 %RH
2018/12/06 02:36:24,19.01 C,1014.09 hPA,76.19 %RH
2018/12/06 02:36:25,19.01 C,1014.09 hPA,76.17 %RH
2018/12/06 02:36:26,19.01 C,1014.08 hPA,76.18 %RH
2018/12/06 02:36:27,19.01 C,1014.08 hPA,76.21 %RH
2018/12/06 02:36:28,19.01 C,1014.09 hPA,76.20 %RH
2018/12/06 02:36:29,19.01 C,1014.09 hPA,76.19 %RH
2018/12/06 02:36:30,19.01 C,1014.09 hPA,76.21 %RH
2018/12/06 02:36:31,19.01 C,1014.09 hPA,76.19 %RH
2018/12/06 02:36:33,19.01 C,1014.08 hPA,76.20 %RH
2018/12/06 02:36:34,19.01 C,1014.08 hPA,76.19 %RH
2018/12/06 02:36:35,19.01 C,1014.09 hPA,76.20 %RH
2018/12/06 02:36:36,19.01 C,1014.09 hPA,76.18 %RH
2018/12/06 02:36:37,19.01 C,1014.09 hPA,76.21 %RH
2018/12/06 02:36:38,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:39,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:40,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:41,19.01 C,1014.09 hPA,76.20 %RH
2018/12/06 02:36:42,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:43,19.01 C,1014.09 hPA,76.20 %RH
2018/12/06 02:36:44,19.01 C,1014.10 hPA,76.22 %RH
2018/12/06 02:36:45,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:46,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:47,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:48,19.01 C,1014.10 hPA,76.19 %RH
2018/12/06 02:36:49,19.01 C,1014.11 hPA,76.21 %RH
2018/12/06 02:36:50,19.01 C,1014.10 hPA,76.22 %RH
2018/12/06 02:36:51,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:36:52,19.01 C,1014.10 hPA,76.22 %RH
2018/12/06 02:36:53,19.01 C,1014.10 hPA,76.22 %RH
2018/12/06 02:36:54,19.01 C,1014.10 hPA,76.21 %RH
2018/12/06 02:36:55,19.01 C,1014.11 hPA,76.22 %RH
2018/12/06 02:36:56,19.01 C,1014.11 hPA,76.22 %RH
2018/12/06 02:36:58,19.01 C,1014.11 hPA,76.23 %RH
2018/12/06 02:36:59,19.01 C,1014.11 hPA,76.23 %RH
2018/12/06 02:37:00,19.01 C,1014.11 hPA,76.25 %RH
2018/12/06 02:37:01,19.01 C,1014.11 hPA,76.23 %RH
2018/12/06 02:37:02,19.01 C,1014.10 hPA,76.24 %RH
2018/12/06 02:37:03,19.01 C,1014.10 hPA,76.24 %RH
2018/12/06 02:37:04,19.01 C,1014.11 hPA,76.26 %RH
2018/12/06 02:37:05,19.01 C,1014.10 hPA,76.27 %RH
2018/12/06 02:37:06,19.01 C,1014.10 hPA,76.26 %RH
2018/12/06 02:37:07,19.01 C,1014.11 hPA,76.24 %RH
2018/12/06 02:37:08,19.01 C,1014.11 hPA,76.26 %RH
2018/12/06 02:37:09,19.01 C,1014.11 hPA,76.27 %RH
2018/12/06 02:37:10,19.01 C,1014.12 hPA,76.28 %RH
2018/12/06 02:37:11,19.01 C,1014.12 hPA,76.27 %RH
2018/12/06 02:37:12,19.01 C,1014.12 hPA,76.27 %RH
2018/12/06 02:37:13,19.01 C,1014.13 hPA,76.27 %RH
2018/12/06 02:37:14,19.01 C,1014.12 hPA,76.28 %RH
2018/12/06 02:37:15,19.01 C,1014.12 hPA,76.27 %RH
2018/12/06 02:37:16,19.01 C,1014.12 hPA,76.28 %RH
2018/12/06 02:37:17,19.01 C,1014.11 hPA,76.28 %RH
2018/12/06 02:37:18,19.00 C,1014.08 hPA,76.27 %RH
2018/12/06 02:37:19,19.00 C,1014.08 hPA,76.29 %RH
2018/12/06 02:37:20,19.00 C,1014.09 hPA,76.27 %RH
2018/12/06 02:37:21,19.00 C,1014.09 hPA,76.29 %RH
2018/12/06 02:37:23,19.00 C,1014.09 hPA,76.30 %RH
2018/12/06 02:37:24,19.00 C,1014.09 hPA,76.30 %RH
2018/12/06 02:37:25,19.01 C,1014.11 hPA,76.29 %RH
2018/12/06 02:37:26,19.01 C,1014.11 hPA,76.32 %RH
2018/12/06 02:37:27,19.01 C,1014.11 hPA,76.31 %RH
2018/12/06 02:37:28,19.01 C,1014.11 hPA,76.31 %RH
2018/12/06 02:37:29,19.01 C,1014.11 hPA,76.30 %RH
2018/12/06 02:37:30,19.01 C,1014.10 hPA,76.30 %RH
2018/12/06 02:37:31,19.01 C,1014.10 hPA,76.30 %RH
2018/12/06 02:37:32,19.01 C,1014.10 hPA,76.31 %RH
2018/12/06 02:37:33,19.01 C,1014.10 hPA,76.32 %RH
2018/12/06 02:37:34,19.00 C,1014.08 hPA,76.32 %RH
2018/12/06 02:37:35,19.01 C,1014.10 hPA,76.31 %RH
2018/12/06 02:37:36,19.00 C,1014.08 hPA,76.31 %RH
2018/12/06 02:37:37,19.00 C,1014.08 hPA,76.30 %RH
2018/12/06 02:37:38,19.01 C,1014.12 hPA,76.32 %RH
2018/12/06 02:37:39,19.01 C,1014.10 hPA,76.30 %RH
2018/12/06 02:37:40,19.01 C,1014.10 hPA,76.31 %RH
2018/12/06 02:37:41,19.00 C,1014.07 hPA,76.29 %RH
2018/12/06 02:37:42,19.01 C,1014.10 hPA,76.28 %RH
2018/12/06 02:37:43,19.01 C,1014.10 hPA,76.28 %RH
2018/12/06 02:37:44,19.01 C,1014.11 hPA,76.28 %RH
2018/12/06 02:37:45,19.01 C,1014.11 hPA,76.28 %RH
2018/12/06 02:37:46,19.00 C,1014.08 hPA,76.27 %RH
2018/12/06 02:37:47,19.00 C,1014.08 hPA,76.27 %RH
2018/12/06 02:37:49,19.01 C,1014.11 hPA,76.29 %RH
2018/12/06 02:37:50,19.01 C,1014.11 hPA,76.28 %RH
2018/12/06 02:37:51,19.01 C,1014.11 hPA,76.27 %RH
2018/12/06 02:37:52,19.01 C,1014.10 hPA,76.27 %RH
2018/12/06 02:37:53,19.01 C,1014.09 hPA,76.25 %RH
2018/12/06 02:37:54,19.01 C,1014.11 hPA,76.26 %RH
2018/12/06 02:37:55,19.01 C,1014.11 hPA,76.27 %RH
2018/12/06 02:37:56,19.01 C,1014.10 hPA,76.26 %RH
2018/12/06 02:37:57,19.01 C,1014.11 hPA,76.26 %RH
2018/12/06 02:37:58,19.01 C,1014.11 hPA,76.25 %RH
2018/12/06 02:37:59,19.01 C,1014.11 hPA,76.23 %RH
2018/12/06 02:38:00,19.01 C,1014.11 hPA,76.26 %RH
2018/12/06 02:38:01,19.01 C,1014.12 hPA,76.25 %RH
2018/12/06 02:38:02,19.01 C,1014.12 hPA,76.23 %RH
2018/12/06 02:38:03,19.01 C,1014.12 hPA,76.22 %RH
2018/12/06 02:38:04,19.01 C,1014.12 hPA,76.22 %RH
2018/12/06 02:38:05,19.01 C,1014.12 hPA,76.22 %RH
2018/12/06 02:38:06,19.01 C,1014.12 hPA,76.23 %RH
2018/12/06 02:38:07,19.01 C,1014.12 hPA,76.23 %RH
2018/12/06 02:38:08,19.01 C,1014.12 hPA,76.22 %RH
2018/12/06 02:38:09,19.01 C,1014.12 hPA,76.22 %RH
2018/12/06 02:38:10,19.01 C,1014.11 hPA,76.21 %RH
2018/12/06 02:38:11,19.01 C,1014.12 hPA,76.21 %RH
2018/12/06 02:38:12,19.01 C,1014.11 hPA,76.21 %RH
2018/12/06 02:38:14,19.00 C,1014.09 hPA,76.21 %RH
2018/12/06 02:38:15,19.01 C,1014.12 hPA,76.19 %RH
2018/12/06 02:38:16,19.00 C,1014.10 hPA,76.19 %RH
2018/12/06 02:38:17,19.00 C,1014.10 hPA,76.20 %RH
2018/12/06 02:38:18,19.00 C,1014.11 hPA,76.19 %RH
2018/12/06 02:38:19,19.00 C,1014.11 hPA,76.20 %RH
2018/12/06 02:38:20,19.00 C,1014.11 hPA,76.18 %RH
2018/12/06 02:38:21,19.00 C,1014.11 hPA,76.17 %RH
2018/12/06 02:38:22,19.00 C,1014.11 hPA,76.17 %RH
2018/12/06 02:38:23,19.00 C,1014.11 hPA,76.17 %RH
2018/12/06 02:38:24,19.00 C,1014.12 hPA,76.17 %RH
2018/12/06 02:38:25,19.00 C,1014.12 hPA,76.15 %RH
2018/12/06 02:38:26,19.00 C,1014.11 hPA,76.16 %RH
2018/12/06 02:38:27,19.00 C,1014.11 hPA,76.16 %RH
2018/12/06 02:38:28,19.01 C,1014.13 hPA,76.17 %RH
2018/12/06 02:38:29,19.00 C,1014.10 hPA,76.16 %RH
2018/12/06 02:38:30,19.00 C,1014.10 hPA,76.14 %RH
2018/12/06 02:38:31,19.00 C,1014.09 hPA,76.15 %RH
2018/12/06 02:38:32,19.00 C,1014.09 hPA,76.14 %RH
2018/12/06 02:38:33,19.01 C,1014.11 hPA,76.14 %RH
2018/12/06 02:38:34,19.01 C,1014.10 hPA,76.14 %RH
2018/12/06 02:38:35,19.01 C,1014.11 hPA,76.14 %RH
2018/12/06 02:38:36,19.01 C,1014.11 hPA,76.14 %RH
2018/12/06 02:38:37,19.01 C,1014.10 hPA,76.15 %RH
2018/12/06 02:38:39,19.01 C,1014.10 hPA,76.14 %RH
2018/12/06 02:38:40,19.01 C,1014.11 hPA,76.15 %RH
2018/12/06 02:38:41,19.01 C,1014.10 hPA,76.15 %RH
2018/12/06 02:38:42,19.01 C,1014.10 hPA,76.16 %RH
2018/12/06 02:38:43,19.01 C,1014.10 hPA,76.16 %RH
2018/12/06 02:38:44,19.01 C,1014.11 hPA,76.17 %RH
2018/12/06 02:38:45,19.01 C,1014.10 hPA,76.16 %RH
2018/12/06 02:38:46,19.01 C,1014.11 hPA,76.16 %RH
2018/12/06 02:38:47,19.00 C,1014.08 hPA,76.14 %RH
2018/12/06 02:38:48,19.01 C,1014.11 hPA,76.16 %RH
2018/12/06 02:38:49,19.01 C,1014.10 hPA,76.16 %RH
2018/12/06 02:38:50,19.01 C,1014.10 hPA,76.17 %RH
2018/12/06 02:38:51,19.01 C,1014.10 hPA,76.17 %RH
2018/12/06 02:38:52,19.01 C,1014.10 hPA,76.17 %RH
2018/12/06 02:38:53,19.01 C,1014.11 hPA,76.18 %RH
2018/12/06 02:38:54,19.01 C,1014.10 hPA,76.17 %RH
2018/12/06 02:38:55,19.01 C,1014.11 hPA,76.19 %RH
2018/12/06 02:38:56,19.01 C,1014.11 hPA,76.19 %RH
2018/12/06 02:38:57,19.01 C,1014.11 hPA,76.18 %RH
2018/12/06 02:38:58,19.01 C,1014.12 hPA,76.20 %RH
2018/12/06 02:38:59,19.01 C,1014.12 hPA,76.18 %RH
2018/12/06 02:39:00,19.01 C,1014.11 hPA,76.20 %RH
2018/12/06 02:39:01,19.01 C,1014.12 hPA,76.19 %RH
2018/12/06 02:39:02,19.00 C,1014.09 hPA,76.20 %RH
2018/12/06 02:39:03,19.01 C,1014.11 hPA,76.19 %RH
2018/12/06 02:39:05,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:39:06,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:39:07,19.00 C,1014.08 hPA,76.18 %RH
2018/12/06 02:39:08,19.01 C,1014.11 hPA,76.20 %RH
2018/12/06 02:39:09,19.00 C,1014.09 hPA,76.20 %RH
2018/12/06 02:39:10,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:39:11,19.00 C,1014.08 hPA,76.19 %RH
2018/12/06 02:39:12,19.01 C,1014.11 hPA,76.20 %RH
2018/12/06 02:39:13,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:39:14,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:39:15,19.01 C,1014.10 hPA,76.20 %RH
2018/12/06 02:39:16,19.01 C,1014.09 hPA,76.20 %RH
2018/12/06 02:39:17,19.01 C,1014.10 hPA,76.19 %RH
2018/12/06 02:39:18,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:39:19,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:39:20,19.00 C,1014.07 hPA,76.23 %RH
2018/12/06 02:39:21,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:39:22,19.00 C,1014.08 hPA,76.22 %RH
2018/12/06 02:39:23,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:39:24,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:25,19.00 C,1014.08 hPA,76.23 %RH
2018/12/06 02:39:26,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:27,19.00 C,1014.08 hPA,76.24 %RH
2018/12/06 02:39:28,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:30,19.00 C,1014.08 hPA,76.24 %RH
2018/12/06 02:39:31,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:32,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:39:33,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:34,19.01 C,1014.10 hPA,76.26 %RH
2018/12/06 02:39:35,19.01 C,1014.10 hPA,76.26 %RH
2018/12/06 02:39:36,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:37,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:38,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:39,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:40,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:41,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:42,19.00 C,1014.06 hPA,76.27 %RH
2018/12/06 02:39:43,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:44,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:45,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:46,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:39:47,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:39:48,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:39:49,19.00 C,1014.08 hPA,76.24 %RH
2018/12/06 02:39:50,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:39:51,19.00 C,1014.07 hPA,76.24 %RH
2018/12/06 02:39:52,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:53,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:55,19.00 C,1014.06 hPA,76.25 %RH
2018/12/06 02:39:56,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:57,19.00 C,1014.07 hPA,76.27 %RH
2018/12/06 02:39:58,19.00 C,1014.07 hPA,76.25 %RH
2018/12/06 02:39:59,19.00 C,1014.08 hPA,76.26 %RH
2018/12/06 02:40:00,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:40:01,19.00 C,1014.09 hPA,76.25 %RH
2018/12/06 02:40:02,19.00 C,1014.09 hPA,76.24 %RH
2018/12/06 02:40:03,19.00 C,1014.09 hPA,76.24 %RH
2018/12/06 02:40:04,19.00 C,1014.09 hPA,76.25 %RH
2018/12/06 02:40:05,19.00 C,1014.10 hPA,76.25 %RH
2018/12/06 02:40:06,19.00 C,1014.10 hPA,76.26 %RH
2018/12/06 02:40:07,19.00 C,1014.10 hPA,76.26 %RH
2018/12/06 02:40:08,19.00 C,1014.09 hPA,76.26 %RH
2018/12/06 02:40:09,19.00 C,1014.09 hPA,76.25 %RH
2018/12/06 02:40:10,19.00 C,1014.09 hPA,76.27 %RH
2018/12/06 02:40:11,19.00 C,1014.09 hPA,76.27 %RH
2018/12/06 02:40:12,19.00 C,1014.08 hPA,76.27 %RH
2018/12/06 02:40:13,19.00 C,1014.08 hPA,76.26 %RH
2018/12/06 02:40:14,19.00 C,1014.09 hPA,76.25 %RH
2018/12/06 02:40:15,19.00 C,1014.08 hPA,76.25 %RH
2018/12/06 02:40:16,19.00 C,1014.09 hPA,76.26 %RH
2018/12/06 02:40:17,19.00 C,1014.09 hPA,76.26 %RH
2018/12/06 02:40:18,19.00 C,1014.10 hPA,76.26 %RH
2018/12/06 02:40:19,19.00 C,1014.09 hPA,76.26 %RH
2018/12/06 02:40:21,19.00 C,1014.10 hPA,76.26 %RH
2018/12/06 02:40:22,19.00 C,1014.10 hPA,76.25 %RH
2018/12/06 02:40:23,19.00 C,1014.09 hPA,76.25 %RH
2018/12/06 02:40:24,19.00 C,1014.09 hPA,76.24 %RH
2018/12/06 02:40:25,19.00 C,1014.08 hPA,76.23 %RH
2018/12/06 02:40:26,19.00 C,1014.09 hPA,76.22 %RH
2018/12/06 02:40:27,19.00 C,1014.09 hPA,76.23 %RH
2018/12/06 02:40:28,19.00 C,1014.10 hPA,76.21 %RH
2018/12/06 02:40:29,19.00 C,1014.09 hPA,76.22 %RH
2018/12/06 02:40:30,19.00 C,1014.09 hPA,76.21 %RH
2018/12/06 02:40:31,19.00 C,1014.09 hPA,76.22 %RH
2018/12/06 02:40:32,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:33,19.00 C,1014.08 hPA,76.22 %RH
2018/12/06 02:40:34,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:40:35,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:36,19.00 C,1014.09 hPA,76.20 %RH
2018/12/06 02:40:37,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:40:38,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:39,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:40,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:40:41,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:42,19.00 C,1014.08 hPA,76.18 %RH
2018/12/06 02:40:43,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:44,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:40:46,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:40:47,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:40:48,19.00 C,1014.08 hPA,76.19 %RH
2018/12/06 02:40:49,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:50,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:51,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:40:52,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:40:53,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:40:54,19.00 C,1014.08 hPA,76.22 %RH
2018/12/06 02:40:55,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:40:56,19.00 C,1014.09 hPA,76.22 %RH
2018/12/06 02:40:57,19.00 C,1014.09 hPA,76.20 %RH
2018/12/06 02:40:58,19.00 C,1014.09 hPA,76.21 %RH
2018/12/06 02:40:59,19.00 C,1014.09 hPA,76.22 %RH
2018/12/06 02:41:00,19.00 C,1014.08 hPA,76.22 %RH
2018/12/06 02:41:01,19.00 C,1014.08 hPA,76.22 %RH
2018/12/06 02:41:02,19.00 C,1014.08 hPA,76.23 %RH
2018/12/06 02:41:03,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:41:04,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:05,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:06,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:07,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:08,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:41:09,19.00 C,1014.06 hPA,76.20 %RH
2018/12/06 02:41:11,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:12,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:41:13,19.00 C,1014.06 hPA,76.20 %RH
2018/12/06 02:41:14,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:15,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:41:16,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:41:17,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:18,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:19,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:20,19.00 C,1014.08 hPA,76.18 %RH
2018/12/06 02:41:21,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:22,19.00 C,1014.08 hPA,76.18 %RH
2018/12/06 02:41:23,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:41:24,19.00 C,1014.07 hPA,76.18 %RH
2018/12/06 02:41:25,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:41:26,19.00 C,1014.08 hPA,76.17 %RH
2018/12/06 02:41:27,19.00 C,1014.07 hPA,76.17 %RH
2018/12/06 02:41:28,19.00 C,1014.07 hPA,76.18 %RH
2018/12/06 02:41:29,19.00 C,1014.08 hPA,76.17 %RH
2018/12/06 02:41:30,19.00 C,1014.08 hPA,76.17 %RH
2018/12/06 02:41:31,19.00 C,1014.08 hPA,76.17 %RH
2018/12/06 02:41:32,19.00 C,1014.07 hPA,76.17 %RH
2018/12/06 02:41:33,19.00 C,1014.07 hPA,76.17 %RH
2018/12/06 02:41:34,19.00 C,1014.08 hPA,76.17 %RH
2018/12/06 02:41:36,19.00 C,1014.08 hPA,76.18 %RH
2018/12/06 02:41:37,19.00 C,1014.07 hPA,76.17 %RH
2018/12/06 02:41:38,19.00 C,1014.07 hPA,76.17 %RH
2018/12/06 02:41:39,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:41:40,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:41:41,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:41:42,19.00 C,1014.07 hPA,76.19 %RH
2018/12/06 02:41:43,19.00 C,1014.08 hPA,76.20 %RH
2018/12/06 02:41:44,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:41:45,19.00 C,1014.07 hPA,76.20 %RH
2018/12/06 02:41:46,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:41:47,19.00 C,1014.08 hPA,76.22 %RH
2018/12/06 02:41:48,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:41:49,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:41:50,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:41:51,19.00 C,1014.06 hPA,76.21 %RH
2018/12/06 02:41:52,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:53,19.00 C,1014.06 hPA,76.20 %RH
2018/12/06 02:41:54,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:55,19.00 C,1014.07 hPA,76.23 %RH
2018/12/06 02:41:56,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:41:57,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:58,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:41:59,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:42:00,19.00 C,1014.06 hPA,76.22 %RH
2018/12/06 02:42:02,19.00 C,1014.06 hPA,76.23 %RH
2018/12/06 02:42:03,19.00 C,1014.07 hPA,76.23 %RH
2018/12/06 02:42:04,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:42:05,19.00 C,1014.08 hPA,76.21 %RH
2018/12/06 02:42:06,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:42:07,19.00 C,1014.07 hPA,76.22 %RH
2018/12/06 02:42:08,19.00 C,1014.07 hPA,76.21 %RH
2018/12/06 02:42:09,19.00 C,1014.07 hPA,76.23 %RH
2018/12/06 02:42:10,19.00 C,1014.06 hPA,76.22 %RH
