time,temp_in,press_in,hum_in,time_measured,temp_out,press_out,hum_out,time_diff,temp_diff,press_diff,hum_diff,power,cost_window,cost_predict
2019/01/03 08:08:31,19.54,1043.94,52.482,2019/01/03 07:50:00,3.59,1043,69,0:18:31,15.95,0.94,-16.518,2025.65,0.024,5.63
2019/01/03 08:08:47,19.54,1043.95,52.457,2019/01/03 07:50:00,3.59,1043,69,0:18:47,15.95,0.95,-16.543,2025.65,0.024,5.63
2019/01/03 08:09:02,19.54,1043.97,52.367,2019/01/03 07:50:00,3.36,1042,69,0:19:02,16.18,1.97,-16.633,2054.86,0.024,5.67
2019/01/03 08:09:18,19.54,1043.98,52.38,2019/01/03 07:50:00,3.36,1042,69,0:19:18,16.18,1.98,-16.62,2054.86,0.024,5.71
2019/01/03 08:09:33,19.54,1043.97,52.438,2019/01/03 07:50:00,3.59,1043,69,0:19:33,15.95,0.97,-16.562,2025.65,0.024,5.67
2019/01/03 08:09:49,19.54,1043.98,52.457,2019/01/03 07:50:00,3.59,1043,69,0:19:49,15.95,0.98,-16.543,2025.65,0.024,5.63
2019/01/03 08:10:05,19.54,1043.98,52.469,2019/01/03 07:50:00,3.59,1043,69,0:20:05,15.95,0.98,-16.531,2025.65,0.026,5.63
2019/01/03 08:10:22,19.54,1043.98,52.451,2019/01/03 07:50:00,3.59,1043,69,0:20:22,15.95,0.98,-16.549,2025.65,0.024,5.63
2019/01/03 08:10:37,19.54,1043.99,52.463,2019/01/03 07:50:00,3.59,1043,69,0:20:37,15.95,0.99,-16.537,2025.65,0.024,5.63
2019/01/03 08:10:53,19.54,1043.99,52.54,2019/01/03 07:50:00,3.59,1043,69,0:20:53,15.95,0.99,-16.46,2025.65,0.024,5.63
2019/01/03 08:11:09,19.54,1043.99,52.534,2019/01/03 07:50:00,3.59,1043,69,0:21:09,15.95,0.99,-16.466,2025.65,0.024,5.63
2019/01/03 08:11:24,19.54,1043.99,52.469,2019/01/03 07:50:00,3.59,1043,69,0:21:24,15.95,0.99,-16.531,2025.65,0.024,5.63
2019/01/03 08:11:40,19.55,1043.99,52.546,2019/01/03 07:50:00,3.59,1043,69,0:21:40,15.96,0.99,-16.454,2026.92,0.026,5.63
2019/01/03 08:11:56,19.55,1043.99,52.59,2019/01/03 07:50:00,3.59,1043,69,0:21:56,15.96,0.99,-16.41,2026.92,0.024,5.63
2019/01/03 08:12:12,19.55,1043.99,52.565,2019/01/03 07:50:00,3.59,1043,69,0:22:12,15.96,0.99,-16.435,2026.92,0.024,5.63
2019/01/03 08:12:28,19.55,1043.99,52.565,2019/01/03 07:50:00,3.59,1043,69,0:22:28,15.96,0.99,-16.435,2026.92,0.029,5.63
2019/01/03 08:12:47,19.55,1043.98,52.501,2019/01/03 07:50:00,3.59,1043,69,0:22:47,15.96,0.98,-16.499,2026.92,0.024,5.63
2019/01/03 08:13:02,19.55,1043.98,52.565,2019/01/03 07:50:00,3.59,1043,69,0:23:02,15.96,0.98,-16.435,2026.92,0.024,5.63
2019/01/03 08:13:18,19.55,1043.99,52.559,2019/01/03 07:50:00,3.59,1043,69,0:23:18,15.96,0.99,-16.441,2026.92,0.024,5.63
2019/01/03 08:13:33,19.55,1043.99,52.603,2019/01/03 07:50:00,3.59,1043,69,0:23:33,15.96,0.99,-16.397,2026.92,0.024,5.63
2019/01/03 08:13:49,19.55,1043.99,52.584,2019/01/03 07:50:00,3.59,1043,69,0:23:49,15.96,0.99,-16.416,2026.92,0.024,5.63
2019/01/03 08:14:05,19.55,1043.99,52.565,2019/01/03 07:50:00,3.59,1043,69,0:24:05,15.96,0.99,-16.435,2026.92,0.032,5.63
2019/01/03 08:14:25,19.55,1043.99,52.59,2019/01/03 07:50:00,3.59,1043,69,0:24:25,15.96,0.99,-16.41,2026.92,0.024,5.63
2019/01/03 08:14:41,19.56,1043.99,52.607,2019/01/03 07:50:00,3.59,1043,69,0:24:41,15.97,0.99,-16.393,2028.19,0.032,5.64
2019/01/03 08:15:01,19.56,1043.99,52.582,2019/01/03 07:50:00,3.59,1043,69,0:25:01,15.97,0.99,-16.418,2028.19,0.024,5.64
2019/01/03 08:15:17,19.56,1043.99,52.601,2019/01/03 07:50:00,3.59,1043,69,0:25:17,15.97,0.99,-16.399,2028.19,0.024,5.64
2019/01/03 08:15:33,19.56,1044.02,52.614,2019/01/03 07:50:00,3.59,1043,69,0:25:33,15.97,1.02,-16.386,2028.19,0.024,5.64
2019/01/03 08:15:48,19.56,1044.02,52.678,2019/01/03 07:50:00,3.59,1043,69,0:25:48,15.97,1.02,-16.322,2028.19,0.024,5.64
2019/01/03 08:16:04,19.56,1044.03,52.672,2019/01/03 07:50:00,3.59,1043,69,0:26:04,15.97,1.03,-16.328,2028.19,0.024,5.64
2019/01/03 08:16:20,19.56,1044.03,52.653,2019/01/03 07:50:00,3.59,1043,69,0:26:20,15.97,1.03,-16.347,2028.19,0.026,5.64
2019/01/03 08:16:36,19.56,1044.04,52.588,2019/01/03 07:50:00,3.59,1043,69,0:26:36,15.97,1.04,-16.412,2028.19,0.024,5.64
2019/01/03 08:16:52,19.56,1044.03,52.57,2019/01/03 07:50:00,3.59,1043,69,0:26:52,15.97,1.03,-16.43,2028.19,0.027,5.64
2019/01/03 08:17:10,19.57,1044.04,52.576,2019/01/03 07:50:00,3.59,1043,69,0:27:10,15.98,1.04,-16.424,2029.46,0.024,5.64
2019/01/03 08:17:25,19.57,1044.05,52.518,2019/01/03 07:50:00,3.59,1043,69,0:27:25,15.98,1.05,-16.482,2029.46,0.024,5.64
2019/01/03 08:17:41,19.57,1044.05,52.582,2019/01/03 07:50:00,3.59,1043,69,0:27:41,15.98,1.05,-16.418,2029.46,0.024,5.64
2019/01/03 08:17:56,19.57,1044.05,52.557,2019/01/03 07:50:00,3.59,1043,69,0:27:56,15.98,1.05,-16.443,2029.46,0.024,5.64
2019/01/03 08:18:12,19.57,1044.06,52.607,2019/01/03 07:50:00,3.59,1043,69,0:28:12,15.98,1.06,-16.393,2029.46,0.024,5.64
2019/01/03 08:18:28,19.58,1044.07,52.649,2019/01/03 07:50:00,3.59,1043,69,0:28:28,15.99,1.07,-16.351,2030.73,0.031,5.64
2019/01/03 08:18:48,19.58,1044.07,52.489,2019/01/03 07:50:00,3.59,1043,69,0:28:48,15.99,1.07,-16.511,2030.73,0.024,5.65
2019/01/03 08:19:03,19.58,1044.1,52.56,2019/01/03 07:50:00,3.59,1043,69,0:29:03,15.99,1.1,-16.44,2030.73,0.024,5.65
2019/01/03 08:19:19,19.58,1044.1,52.584,2019/01/03 07:50:00,3.59,1043,69,0:29:19,15.99,1.1,-16.416,2030.73,0.024,5.65
2019/01/03 08:19:34,19.58,1044.1,52.618,2019/01/03 07:50:00,3.59,1043,69,0:29:34,15.99,1.1,-16.382,2030.73,0.026,5.65
2019/01/03 08:19:51,19.58,1044.11,52.578,2019/01/03 07:50:00,3.59,1043,69,0:29:51,15.99,1.11,-16.422,2030.73,0.024,5.65
2019/01/03 08:20:07,19.58,1044.11,52.578,2019/01/03 07:50:00,3.59,1043,69,0:30:07,15.99,1.11,-16.422,2030.73,0.025,5.65
2019/01/03 08:20:23,19.58,1044.11,52.624,2019/01/03 07:50:00,3.59,1043,69,0:30:23,15.99,1.11,-16.376,2030.73,0.024,5.65
2019/01/03 08:20:39,19.58,1044.11,52.618,2019/01/03 07:50:00,3.59,1043,69,0:30:39,15.99,1.11,-16.382,2030.73,0.024,5.65
2019/01/03 08:20:55,19.58,1044.12,52.63,2019/01/03 07:50:00,3.59,1043,69,0:30:55,15.99,1.12,-16.37,2030.73,0.025,5.65
2019/01/03 08:21:11,19.58,1044.12,52.578,2019/01/03 07:50:00,3.59,1043,69,0:31:11,15.99,1.12,-16.422,2030.73,0.024,5.65
2019/01/03 08:21:26,19.58,1044.11,52.51,2019/01/03 07:50:00,3.59,1043,69,0:31:26,15.99,1.11,-16.49,2030.73,0.024,5.65
2019/01/03 08:21:42,19.59,1044.1,52.599,2019/01/03 07:50:00,3.59,1043,69,0:31:42,16.0,1.1,-16.401,2032.0,0.026,5.65
2019/01/03 08:21:59,19.59,1044.1,52.618,2019/01/03 07:50:00,3.59,1043,69,0:31:59,16.0,1.1,-16.382,2032.0,0.024,5.65
2019/01/03 08:22:14,19.59,1044.1,52.618,2019/01/03 07:50:00,3.59,1043,69,0:32:14,16.0,1.1,-16.382,2032.0,0.024,5.65
2019/01/03 08:22:30,19.59,1044.1,52.605,2019/01/03 07:50:00,3.59,1043,69,0:32:30,16.0,1.1,-16.395,2032.0,0.025,5.65
2019/01/03 08:22:46,19.59,1044.11,52.47,2019/01/03 07:50:00,3.59,1043,69,0:32:46,16.0,1.11,-16.53,2032.0,0.025,5.65
2019/01/03 08:23:02,19.59,1044.11,52.489,2019/01/03 07:50:00,3.59,1043,69,0:33:02,16.0,1.11,-16.511,2032.0,0.024,5.65
2019/01/03 08:23:18,19.59,1044.1,52.432,2019/01/03 07:50:00,3.59,1043,69,0:33:18,16.0,1.1,-16.568,2032.0,0.024,5.65
2019/01/03 08:23:33,19.59,1044.11,52.457,2019/01/03 07:50:00,3.59,1043,69,0:33:33,16.0,1.11,-16.543,2032.0,0.024,5.65
2019/01/03 08:23:49,19.59,1044.11,52.399,2019/01/03 07:50:00,3.59,1043,69,0:33:49,16.0,1.11,-16.601,2032.0,0.026,5.65
2019/01/03 08:24:05,19.58,1044.1,52.393,2019/01/03 07:50:00,3.59,1043,69,0:34:05,15.99,1.1,-16.607,2030.73,0.024,5.65
2019/01/03 08:24:21,19.59,1044.09,52.457,2019/01/03 07:50:00,3.59,1043,69,0:34:21,16.0,1.09,-16.543,2032.0,0.024,5.65
2019/01/03 08:24:37,19.59,1044.09,52.399,2019/01/03 07:50:00,3.59,1043,69,0:34:37,16.0,1.09,-16.601,2032.0,0.024,5.65
2019/01/03 08:24:52,19.59,1044.09,52.297,2019/01/03 07:50:00,3.59,1043,69,0:34:52,16.0,1.09,-16.703,2032.0,0.024,5.65
2019/01/03 08:25:08,19.59,1044.09,52.349,2019/01/03 07:50:00,3.59,1043,69,0:35:08,16.0,1.09,-16.651,2032.0,0.024,5.65
2019/01/03 08:25:23,19.59,1044.09,52.343,2019/01/03 07:50:00,3.59,1043,69,0:35:23,16.0,1.09,-16.657,2032.0,0.024,5.65
2019/01/03 08:25:39,19.58,1044.1,52.38,2019/01/03 07:50:00,3.59,1043,69,0:35:39,15.99,1.1,-16.62,2030.73,0.024,5.65
2019/01/03 08:25:55,19.58,1044.09,52.343,2019/01/03 07:50:00,3.59,1043,69,0:35:55,15.99,1.09,-16.657,2030.73,0.024,5.65
2019/01/03 08:26:10,19.58,1044.09,52.393,2019/01/03 07:50:00,3.59,1043,69,0:36:10,15.99,1.09,-16.607,2030.73,0.024,5.65
2019/01/03 08:26:26,19.59,1044.08,52.464,2019/01/03 07:50:00,3.59,1043,69,0:36:26,16.0,1.08,-16.536,2032.0,0.024,5.65
2019/01/03 08:26:42,19.59,1044.08,52.534,2019/01/03 07:50:00,3.59,1043,69,0:36:42,16.0,1.08,-16.466,2032.0,0.032,5.65
2019/01/03 08:27:02,19.59,1044.08,52.501,2019/01/03 07:50:00,3.59,1043,69,0:37:02,16.0,1.08,-16.499,2032.0,0.024,5.65
2019/01/03 08:27:18,19.59,1044.08,52.476,2019/01/03 07:50:00,3.59,1043,69,0:37:18,16.0,1.08,-16.524,2032.0,0.026,5.65
2019/01/03 08:27:35,19.59,1044.07,52.405,2019/01/03 07:50:00,3.59,1043,69,0:37:35,16.0,1.07,-16.595,2032.0,0.024,5.65
2019/01/03 08:27:50,19.59,1044.07,52.38,2019/01/03 07:50:00,3.59,1043,69,0:37:50,16.0,1.07,-16.62,2032.0,0.024,5.65
2019/01/03 08:28:06,19.59,1044.07,52.362,2019/01/03 07:50:00,3.59,1043,69,0:38:06,16.0,1.07,-16.638,2032.0,0.024,5.65
2019/01/03 08:28:21,19.59,1044.08,52.38,2019/01/03 07:50:00,3.59,1043,69,0:38:21,16.0,1.08,-16.62,2032.0,0.024,5.65
2019/01/03 08:28:37,19.59,1044.07,52.343,2019/01/03 07:50:00,3.59,1043,69,0:38:37,16.0,1.07,-16.657,2032.0,0.024,5.65
2019/01/03 08:28:53,19.59,1044.07,52.297,2019/01/03 07:50:00,3.59,1043,69,0:38:53,16.0,1.07,-16.703,2032.0,0.024,5.65
2019/01/03 08:29:08,19.59,1044.08,52.241,2019/01/03 07:50:00,3.59,1043,69,0:39:08,16.0,1.08,-16.759,2032.0,0.024,5.65
2019/01/03 08:29:24,19.59,1044.08,52.22,2019/01/03 07:50:00,3.59,1043,69,0:39:24,16.0,1.08,-16.78,2032.0,0.026,5.65
2019/01/03 08:29:40,19.59,1044.08,52.303,2019/01/03 07:50:00,3.59,1043,69,0:39:40,16.0,1.08,-16.697,2032.0,0.024,5.65
2019/01/03 08:29:56,19.59,1044.09,52.368,2019/01/03 07:50:00,3.59,1043,69,0:39:56,16.0,1.09,-16.632,2032.0,0.024,5.65
2019/01/03 08:30:12,19.59,1044.09,52.362,2019/01/03 07:50:00,3.59,1043,69,0:40:12,16.0,1.09,-16.638,2032.0,0.024,5.65
2019/01/03 08:30:27,19.59,1044.09,52.355,2019/01/03 07:50:00,3.59,1043,69,0:40:27,16.0,1.09,-16.645,2032.0,0.024,5.65
2019/01/03 08:30:43,19.59,1044.1,52.42,2019/01/03 08:20:00,3.44,1043,60,0:10:43,16.15,1.1,-7.58,2051.05,0.025,5.68
2019/01/03 08:30:59,19.59,1044.1,52.445,2019/01/03 07:50:00,3.59,1043,69,0:40:59,16.0,1.1,-16.555,2032.0,0.026,5.68
2019/01/03 08:31:16,19.6,1044.16,52.51,2019/01/03 07:50:00,3.59,1043,69,0:41:16,16.01,1.16,-16.49,2033.27,0.024,5.65
2019/01/03 08:31:31,19.6,1044.16,52.402,2019/01/03 07:50:00,3.59,1043,69,0:41:31,16.01,1.16,-16.598,2033.27,0.024,5.65
2019/01/03 08:31:47,19.6,1044.16,52.35,2019/01/03 08:20:00,3.44,1043,60,0:11:47,16.16,1.16,-7.65,2052.32,0.024,5.68
2019/01/03 08:32:02,19.6,1044.16,52.318,2019/01/03 07:50:00,3.59,1043,69,0:42:02,16.01,1.16,-16.682,2033.27,0.024,5.68
2019/01/03 08:32:18,19.6,1044.16,52.393,2019/01/03 08:20:00,3.44,1043,60,0:12:18,16.16,1.16,-7.607,2052.32,0.026,5.68
2019/01/03 08:32:35,19.6,1044.15,52.362,2019/01/03 07:50:00,3.59,1043,69,0:42:35,16.01,1.15,-16.638,2033.27,0.024,5.68
2019/01/03 08:32:51,19.6,1044.15,52.312,2019/01/03 07:50:00,3.59,1043,69,0:42:51,16.01,1.15,-16.688,2033.27,0.024,5.65
2019/01/03 08:33:06,19.6,1044.16,52.248,2019/01/03 07:50:00,3.59,1043,69,0:43:06,16.01,1.16,-16.752,2033.27,0.024,5.65
2019/01/03 08:33:22,19.6,1044.16,52.298,2019/01/03 08:20:00,3.44,1043,60,0:13:22,16.16,1.16,-7.702,2052.32,0.024,5.68
2019/01/03 08:33:37,19.6,1044.15,52.35,2019/01/03 07:50:00,3.59,1043,69,0:43:37,16.01,1.15,-16.65,2033.27,0.026,5.68
2019/01/03 08:33:54,19.6,1044.16,52.387,2019/01/03 08:20:00,3.44,1043,60,0:13:54,16.16,1.16,-7.613,2052.32,0.026,5.68
2019/01/03 08:34:11,19.61,1044.16,52.312,2019/01/03 07:50:00,3.59,1043,69,0:44:11,16.02,1.16,-16.688,2034.54,0.032,5.68
2019/01/03 08:34:31,19.61,1044.15,52.325,2019/01/03 07:50:00,3.59,1043,69,0:44:31,16.02,1.15,-16.675,2034.54,0.025,5.66
2019/01/03 08:34:47,19.61,1044.15,52.273,2019/01/03 07:50:00,3.59,1043,69,0:44:47,16.02,1.15,-16.727,2034.54,0.025,5.66
2019/01/03 08:35:03,19.61,1044.14,52.325,2019/01/03 07:50:00,3.59,1043,69,0:45:03,16.02,1.14,-16.675,2034.54,0.024,5.66
2019/01/03 08:35:19,19.61,1044.14,52.304,2019/01/03 08:20:00,3.44,1043,60,0:15:19,16.17,1.14,-7.696,2053.59,0.025,5.68
2019/01/03 08:35:35,19.61,1044.13,52.387,2019/01/03 07:50:00,3.59,1043,69,0:45:35,16.02,1.13,-16.613,2034.54,0.027,5.68
2019/01/03 08:35:52,19.61,1044.14,52.26,2019/01/03 07:50:00,3.59,1043,69,0:45:52,16.02,1.14,-16.74,2034.54,0.032,5.66
2019/01/03 08:36:13,19.61,1044.14,52.362,2019/01/03 07:50:00,3.59,1043,69,0:46:13,16.02,1.14,-16.638,2034.54,0.024,5.66
2019/01/03 08:36:28,19.61,1044.14,52.375,2019/01/03 07:50:00,3.59,1043,69,0:46:28,16.02,1.14,-16.625,2034.54,0.03,5.66
2019/01/03 08:36:48,19.61,1044.14,52.285,2019/01/03 07:50:00,3.59,1043,69,0:46:48,16.02,1.14,-16.715,2034.54,0.024,5.66
2019/01/03 08:37:03,19.61,1044.13,52.285,2019/01/03 08:20:00,3.44,1043,60,0:17:03,16.17,1.13,-7.715,2053.59,0.024,5.68
2019/01/03 08:37:19,19.61,1044.12,52.331,2019/01/03 08:20:00,3.44,1043,60,0:17:19,16.17,1.12,-7.669,2053.59,0.024,5.71
2019/01/03 08:37:35,19.61,1044.12,52.35,2019/01/03 08:20:00,3.44,1043,60,0:17:35,16.17,1.12,-7.65,2053.59,0.024,5.71
2019/01/03 08:37:50,19.61,1044.13,52.298,2019/01/03 08:20:00,3.36,1043,60,0:17:50,16.25,1.13,-7.702,2063.75,0.024,5.72
2019/01/03 08:38:06,19.61,1044.13,52.304,2019/01/03 08:20:00,3.36,1043,60,0:18:06,16.25,1.13,-7.696,2063.75,0.024,5.74
2019/01/03 08:38:21,19.62,1044.15,52.279,2019/01/03 08:20:00,3.36,1043,60,0:18:21,16.26,1.15,-7.721,2065.02,0.024,5.74
2019/01/03 08:38:37,19.62,1044.16,52.214,2019/01/03 08:20:00,3.36,1043,60,0:18:37,16.26,1.16,-7.786,2065.02,0.024,5.74
2019/01/03 08:38:53,19.61,1044.13,52.113,2019/01/03 08:20:00,3.36,1043,60,0:18:53,16.25,1.13,-7.887,2063.75,0.024,5.74
2019/01/03 08:39:08,19.61,1044.13,52.208,2019/01/03 08:20:00,3.36,1043,60,0:19:08,16.25,1.13,-7.792,2063.75,0.025,5.74
2019/01/03 08:39:24,19.61,1044.13,52.189,2019/01/03 08:20:00,3.44,1043,60,0:19:24,16.17,1.13,-7.811,2053.59,0.024,5.72
2019/01/03 08:39:40,19.61,1044.13,52.223,2019/01/03 08:20:00,3.44,1043,60,0:19:40,16.17,1.13,-7.777,2053.59,0.028,5.71
2019/01/03 08:39:57,19.61,1044.13,52.202,2019/01/03 08:20:00,3.36,1043,60,0:19:57,16.25,1.13,-7.798,2063.75,0.024,5.72
2019/01/03 08:40:13,19.61,1044.14,52.196,2019/01/03 08:20:00,3.36,1043,60,0:20:13,16.25,1.14,-7.804,2063.75,0.024,5.74
2019/01/03 08:40:28,19.61,1044.14,52.266,2019/01/03 08:20:00,3.36,1043,60,0:20:28,16.25,1.14,-7.734,2063.75,0.025,5.74
2019/01/03 08:40:44,19.61,1044.13,52.26,2019/01/03 08:20:00,3.36,1043,60,0:20:44,16.25,1.13,-7.74,2063.75,0.024,5.74
2019/01/03 08:41:00,19.61,1044.13,52.202,2019/01/03 08:20:00,3.36,1043,60,0:21:00,16.25,1.13,-7.798,2063.75,0.024,5.74
2019/01/03 08:41:15,19.61,1044.13,52.133,2019/01/03 08:20:00,3.36,1043,60,0:21:15,16.25,1.13,-7.867,2063.75,0.026,5.74
2019/01/03 08:41:32,19.62,1044.14,52.183,2019/01/03 08:20:00,3.36,1043,60,0:21:32,16.26,1.14,-7.817,2065.02,0.024,5.74
2019/01/03 08:41:48,19.62,1044.15,52.214,2019/01/03 08:20:00,3.36,1043,60,0:21:48,16.26,1.15,-7.786,2065.02,0.024,5.74
2019/01/03 08:42:03,19.62,1044.14,52.189,2019/01/03 08:20:00,3.36,1043,60,0:22:03,16.26,1.14,-7.811,2065.02,0.024,5.74
2019/01/03 08:42:19,19.62,1044.15,52.158,2019/01/03 08:20:00,3.36,1043,60,0:22:19,16.26,1.15,-7.842,2065.02,0.025,5.74
2019/01/03 08:42:34,19.62,1044.15,52.146,2019/01/03 08:20:00,3.36,1043,60,0:22:34,16.26,1.15,-7.854,2065.02,0.025,5.74
2019/01/03 08:42:50,19.62,1044.15,52.165,2019/01/03 08:20:00,3.36,1043,60,0:22:50,16.26,1.15,-7.835,2065.02,0.024,5.74
2019/01/03 08:43:06,19.62,1044.14,52.171,2019/01/03 08:20:00,3.36,1043,60,0:23:06,16.26,1.14,-7.829,2065.02,0.025,5.74
2019/01/03 08:43:22,19.62,1044.15,52.152,2019/01/03 08:20:00,3.36,1043,60,0:23:22,16.26,1.15,-7.848,2065.02,0.025,5.74
2019/01/03 08:43:37,19.62,1044.15,52.165,2019/01/03 08:20:00,3.36,1043,60,0:23:37,16.26,1.15,-7.835,2065.02,0.025,5.74
2019/01/03 08:43:53,19.62,1044.14,52.133,2019/01/03 08:20:00,3.36,1043,60,0:23:53,16.26,1.14,-7.867,2065.02,0.026,5.74
2019/01/03 08:44:10,19.62,1044.13,52.158,2019/01/03 08:20:00,3.36,1043,60,0:24:10,16.26,1.13,-7.842,2065.02,0.029,5.74
2019/01/03 08:44:28,19.62,1044.14,52.208,2019/01/03 08:20:00,3.36,1043,60,0:24:28,16.26,1.14,-7.792,2065.02,0.032,5.74
2019/01/03 08:44:49,19.62,1044.15,52.26,2019/01/03 08:20:00,3.36,1043,60,0:24:49,16.26,1.15,-7.74,2065.02,0.026,5.74
2019/01/03 08:45:05,19.62,1044.15,52.189,2019/01/03 08:20:00,3.36,1043,60,0:25:05,16.26,1.15,-7.811,2065.02,0.024,5.74
2019/01/03 08:45:21,19.62,1044.15,52.202,2019/01/03 08:20:00,3.36,1043,60,0:25:21,16.26,1.15,-7.798,2065.02,0.024,5.74
2019/01/03 08:45:37,19.62,1044.16,52.202,2019/01/03 08:20:00,3.36,1043,60,0:25:37,16.26,1.16,-7.798,2065.02,0.025,5.74
2019/01/03 08:45:52,19.62,1044.17,52.152,2019/01/03 08:20:00,3.36,1043,60,0:25:52,16.26,1.17,-7.848,2065.02,0.024,5.74
2019/01/03 08:46:08,19.62,1044.17,52.183,2019/01/03 08:20:00,3.36,1043,60,0:26:08,16.26,1.17,-7.817,2065.02,0.024,5.74
2019/01/03 08:46:23,19.62,1044.17,52.165,2019/01/03 08:20:00,3.36,1043,60,0:26:23,16.26,1.17,-7.835,2065.02,0.024,5.74
2019/01/03 08:46:39,19.62,1044.17,52.094,2019/01/03 08:20:00,3.36,1043,60,0:26:39,16.26,1.17,-7.906,2065.02,0.024,5.74
2019/01/03 08:46:55,19.62,1044.17,52.05,2019/01/03 08:20:00,3.36,1043,60,0:26:55,16.26,1.17,-7.95,2065.02,0.032,5.74
2019/01/03 08:47:15,19.62,1044.17,51.998,2019/01/03 08:20:00,3.36,1043,60,0:27:15,16.26,1.17,-8.002,2065.02,0.024,5.74
2019/01/03 08:47:31,19.62,1044.17,52.133,2019/01/03 08:20:00,3.36,1043,60,0:27:31,16.26,1.17,-7.867,2065.02,0.027,5.74
2019/01/03 08:47:48,19.62,1044.17,52.087,2019/01/03 08:20:00,3.36,1043,60,0:27:48,16.26,1.17,-7.913,2065.02,0.024,5.74
2019/01/03 08:48:03,19.62,1044.17,51.921,2019/01/03 08:20:00,3.36,1043,60,0:28:03,16.26,1.17,-8.079,2065.02,0.024,5.74
2019/01/03 08:48:19,19.62,1044.17,52.05,2019/01/03 08:20:00,3.36,1043,60,0:28:19,16.26,1.17,-7.95,2065.02,0.025,5.74
2019/01/03 08:48:35,19.62,1044.17,52.069,2019/01/03 08:20:00,3.36,1043,60,0:28:35,16.26,1.17,-7.931,2065.02,0.024,5.74
2019/01/03 08:48:50,19.62,1044.16,52.119,2019/01/03 08:20:00,3.36,1043,60,0:28:50,16.26,1.16,-7.881,2065.02,0.024,5.74
2019/01/03 08:49:06,19.62,1044.17,51.986,2019/01/03 08:20:00,3.36,1043,60,0:29:06,16.26,1.17,-8.014,2065.02,0.024,5.74
2019/01/03 08:49:22,19.62,1044.16,51.986,2019/01/03 08:20:00,3.36,1043,60,0:29:22,16.26,1.16,-8.014,2065.02,0.027,5.74
2019/01/03 08:49:39,19.62,1044.16,52.094,2019/01/03 08:20:00,3.36,1043,60,0:29:39,16.26,1.16,-7.906,2065.02,0.024,5.74
2019/01/03 08:49:54,19.62,1044.17,52.081,2019/01/03 08:20:00,3.36,1043,60,0:29:54,16.26,1.17,-7.919,2065.02,0.024,5.74
2019/01/03 08:50:10,19.62,1044.16,51.992,2019/01/03 08:20:00,3.36,1043,60,0:30:10,16.26,1.16,-8.008,2065.02,0.026,5.74
2019/01/03 08:50:27,19.62,1044.16,52.158,2019/01/03 08:20:00,3.36,1043,60,0:30:27,16.26,1.16,-7.842,2065.02,0.026,5.74
2019/01/03 08:50:43,19.62,1044.16,52.254,2019/01/03 08:20:00,3.36,1043,60,0:30:43,16.26,1.16,-7.746,2065.02,0.024,5.74
2019/01/03 08:50:59,19.62,1044.16,52.298,2019/01/03 08:20:00,3.36,1043,60,0:30:59,16.26,1.16,-7.702,2065.02,0.025,5.74
2019/01/03 08:51:15,19.62,1044.16,52.285,2019/01/03 08:20:00,3.36,1043,60,0:31:15,16.26,1.16,-7.715,2065.02,0.024,5.74
2019/01/03 08:51:30,19.62,1044.16,52.113,2019/01/03 08:20:00,3.36,1043,60,0:31:30,16.26,1.16,-7.887,2065.02,0.025,5.74
2019/01/03 08:51:46,19.62,1044.17,52.241,2019/01/03 08:20:00,3.36,1043,60,0:31:46,16.26,1.17,-7.759,2065.02,0.024,5.74
2019/01/03 08:52:02,19.62,1044.17,52.229,2019/01/03 08:20:00,3.36,1043,60,0:32:02,16.26,1.17,-7.771,2065.02,0.028,5.74
2019/01/03 08:52:19,19.62,1044.16,52.241,2019/01/03 08:20:00,3.36,1043,60,0:32:19,16.26,1.16,-7.759,2065.02,0.024,5.74
2019/01/03 08:52:35,19.62,1044.16,52.266,2019/01/03 08:20:00,3.36,1043,60,0:32:35,16.26,1.16,-7.734,2065.02,0.026,5.74
2019/01/03 08:52:51,19.62,1044.16,52.489,2019/01/03 08:20:00,3.36,1043,60,0:32:51,16.26,1.16,-7.511,2065.02,0.024,5.74
2019/01/03 08:53:07,19.62,1044.17,52.656,2019/01/03 08:20:00,3.36,1043,60,0:33:07,16.26,1.17,-7.344,2065.02,0.026,5.74
2019/01/03 08:53:24,19.62,1044.17,52.733,2019/01/03 08:20:00,3.36,1043,60,0:33:24,16.26,1.17,-7.267,2065.02,0.024,5.74
2019/01/03 08:53:39,19.62,1044.17,52.733,2019/01/03 08:20:00,3.36,1043,60,0:33:39,16.26,1.17,-7.267,2065.02,0.024,5.74
2019/01/03 08:53:55,19.62,1044.18,52.637,2019/01/03 08:20:00,3.36,1043,60,0:33:55,16.26,1.18,-7.363,2065.02,0.029,5.74
2019/01/03 08:54:13,19.61,1044.16,52.439,2019/01/03 08:20:00,3.36,1043,60,0:34:13,16.25,1.16,-7.561,2063.75,0.024,5.74
2019/01/03 08:54:29,19.61,1044.17,52.427,2019/01/03 08:20:00,3.36,1043,60,0:34:29,16.25,1.17,-7.573,2063.75,0.025,5.74
2019/01/03 08:54:45,19.61,1044.18,52.343,2019/01/03 08:20:00,3.36,1043,60,0:34:45,16.25,1.18,-7.657,2063.75,0.025,5.74
2019/01/03 08:55:01,19.61,1044.18,52.42,2019/01/03 08:20:00,3.36,1043,60,0:35:01,16.25,1.18,-7.58,2063.75,0.024,5.74
